Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
1124	   210.53	 99789.47	1197473.62
1123	   194.34	 99805.66	1197667.95
1122	   179.39	 99820.61	1197847.34
1121	   165.59	 99834.41	1198012.93
1120	   152.85	 99847.15	1198165.78
1119	   141.09	 99858.91	1198306.88
1118	   130.24	 99869.76	1198437.12
1117	   120.22	 99879.78	1198557.34
1116	   110.97	 99889.03	1198668.31
1115	   102.44	 99897.56	1198770.75
1114	    94.56	 99905.44	1198865.31
1113	    87.28	 99912.72	1198952.59
1112	    80.57	 99919.43	1199033.16
1111	    74.37	 99925.63	1199107.53
1110	    68.65	 99931.35	1199176.19
1109	    63.37	 99936.63	1199239.56
1108	    58.50	 99941.50	1199298.05
1107	    54.00	 99946.00	1199352.05
1106	    49.84	 99950.16	1199401.89
1105	    46.01	 99953.99	1199447.90
1104	    42.47	 99957.53	1199490.37
1103	    39.20	 99960.80	1199529.57
1102	    36.19	 99963.81	1199565.76
1101	    33.40	 99966.60	1199599.16
1100	    30.83	 99969.17	1199629.99
1099	    28.46	 99971.54	1199658.46
1098	    26.27	 99973.73	1199684.73
1097	    24.25	 99975.75	1199708.98
1096	    22.39	 99977.61	1199731.37
1095	    20.66	 99979.34	1199752.03
1094	    19.07	 99980.93	1199771.11
1093	    17.61	 99982.39	1199788.71
1092	    16.25	 99983.75	1199804.97
1091	    15.00	 99985.00	1199819.97
1090	    13.85	 99986.15	1199833.82
1089	    12.78	 99987.22	1199846.60
1088	    11.80	 99988.20	1199858.40
1087	    10.89	 99989.11	1199869.29
1086	    10.05	 99989.95	1199879.35
1085	     9.28	 99990.72	1199888.63
1084	     8.57	 99991.43	1199897.19
1083	     7.91	 99992.09	1199905.10
1082	     7.30	 99992.70	1199912.40
1081	     6.74	 99993.26	1199919.14
1080	     6.22	 99993.78	1199925.36
1079	     5.74	 99994.26	1199931.10
1078	     5.30	 99994.70	1199936.40
1077	     4.89	 99995.11	1199941.29
1076	     4.52	 99995.48	1199945.81
1075	     4.17	 99995.83	1199949.98
1074	     3.85	 99996.15	1199953.83
1073	     3.55	 99996.45	1199957.38
1072	     3.28	 99996.72	1199960.66
1071	     3.03	 99996.97	1199963.68
1070	     2.79	 99997.21	1199966.48
1069	     2.58	 99997.42	1199969.06
1068	     2.38	 99997.62	1199971.44
1067	     2.20	 99997.80	1199973.63
1066	     2.03	 99997.97	1199975.66
1065	     1.87	 99998.13	1199977.53
1064	     1.73	 99998.27	1199979.26
1063	     1.60	 99998.40	1199980.86
1062	     1.47	 99998.53	1199982.33
1061	     1.36	 99998.64	1199983.69
1060	     1.25	 99998.75	1199984.94
1059	     1.16	 99998.84	1199986.10
1058	     1.07	 99998.93	1199987.17
1057	     0.99	 99999.01	1199988.16
1056	     0.91	 99999.09	1199989.07
1055	     0.84	 99999.16	1199989.91
1054	     0.78	 99999.22	1199990.69
1053	     0.72	 99999.28	1199991.40
1052	     0.66	 99999.34	1199992.06
1051	     0.61	 99999.39	1199992.67
1050	     0.56	 99999.44	1199993.24
1049	     0.52	 99999.48	1199993.76
1048	     0.48	 99999.52	1199994.24
1047	     0.44	 99999.56	1199994.68
1046	     0.41	 99999.59	1199995.09
1045	     0.38	 99999.62	1199995.47
1044	     0.35	 99999.65	1199995.82
1043	     0.32	 99999.68	1199996.14
1042	     0.30	 99999.70	1199996.44
1041	     0.27	 99999.73	1199996.71
1040	     0.25	 99999.75	1199996.96
1039	     0.23	 99999.77	1199997.20
1038	     0.22	 99999.78	1199997.41
1037	     0.20	 99999.80	1199997.61
1036	     0.18	 99999.82	1199997.79
1035	     0.17	 99999.83	1199997.96
1034	     0.16	 99999.84	1199998.12
1033	     0.14	 99999.86	1199998.27
1032	     0.13	 99999.87	1199998.40
1031	     0.12	 99999.88	1199998.52
1030	     0.11	 99999.89	1199998.64
1029	     0.10	 99999.90	1199998.74
1028	     0.10	 99999.90	1199998.84
1027	     0.09	 99999.91	1199998.93
1026	     0.08	 99999.92	1199999.01
1025	     0.08	 99999.92	1199999.09
1024	     0.07	 99999.93	1199999.16
1023	     0.06	 99999.94	1199999.22
1022	     0.06	 99999.94	1199999.28
1021	     0.06	 99999.94	1199999.34
1020	     0.05	 99999.95	1199999.39
1019	     0.05	 99999.95	1199999.43
1018	     0.04	 99999.96	1199999.48
1017	     0.04	 99999.96	1199999.52
1016	     0.04	 99999.96	1199999.56
1015	     0.03	 99999.97	1199999.59
1014	     0.03	 99999.97	1199999.62
1013	     0.03	 99999.97	1199999.65
1012	     0.03	 99999.97	1199999.68
1011	     0.02	 99999.98	1199999.70
1010	     0.02	 99999.98	1199999.72
1009	     0.02	 99999.98	1199999.75
1008	     0.02	 99999.98	1199999.77
1007	     0.02	 99999.98	1199999.78
1006	     0.02	 99999.98	1199999.80
1005	     0.02	 99999.98	1199999.82
1004	     0.01	 99999.99	1199999.83
1003	     0.01	 99999.99	1199999.84
1002	     0.01	 99999.99	1199999.85
1001	     0.01	 99999.99	1199999.87
1000	     0.01	 99999.99	1199999.88
999	     0.01	 99999.99	1199999.89
998	     0.01	 99999.99	1199999.89
997	     0.01	 99999.99	1199999.90
996	     0.01	 99999.99	1199999.91
995	     0.01	 99999.99	1199999.92
994	     0.01	 99999.99	1199999.92
993	     0.01	 99999.99	1199999.93
992	     0.01	 99999.99	1199999.93
991	     0.01	 99999.99	1199999.94
990	     0.00	100000.00	1199999.94
989	     0.00	100000.00	1199999.95
988	     0.00	100000.00	1199999.95
987	     0.00	100000.00	1199999.96
986	     0.00	100000.00	1199999.96
985	     0.00	100000.00	1199999.96
984	     0.00	100000.00	1199999.97
983	     0.00	100000.00	1199999.97
982	     0.00	100000.00	1199999.97
981	     0.00	100000.00	1199999.97
980	     0.00	100000.00	1199999.98
979	     0.00	100000.00	1199999.98
978	     0.00	100000.00	1199999.98
977	     0.00	100000.00	1199999.98
976	     0.00	100000.00	1199999.98
975	     0.00	100000.00	1199999.98
974	     0.00	100000.00	1199999.98
973	     0.00	100000.00	1199999.99
972	     0.00	100000.00	1199999.99
971	     0.00	100000.00	1199999.99
970	     0.00	100000.00	1199999.99
969	     0.00	100000.00	1199999.99
968	     0.00	100000.00	1199999.99
967	     0.00	100000.00	1199999.99
966	     0.00	100000.00	1199999.99
965	     0.00	100000.00	1199999.99
964	     0.00	100000.00	1199999.99
963	     0.00	100000.00	1199999.99
962	     0.00	100000.00	1199999.99
961	     0.00	100000.00	1199999.99
960	     0.00	100000.00	1199999.99
959	     0.00	100000.00	1200000.00
958	     0.00	100000.00	1200000.00
957	     0.00	100000.00	1200000.00
956	     0.00	100000.00	1200000.00
955	     0.00	100000.00	1200000.00
954	     0.00	100000.00	1200000.00
953	     0.00	100000.00	1200000.00
952	     0.00	100000.00	1200000.00
951	     0.00	100000.00	1200000.00
950	     0.00	100000.00	1200000.00
949	     0.00	100000.00	1200000.00
948	     0.00	100000.00	1200000.00
947	     0.00	100000.00	1200000.00
946	     0.00	100000.00	1200000.00
945	     0.00	100000.00	1200000.00
944	     0.00	100000.00	1200000.00
943	     0.00	100000.00	1200000.00
942	     0.00	100000.00	1200000.00
941	     0.00	100000.00	1200000.00
940	     0.00	100000.00	1200000.00
939	     0.00	100000.00	1200000.00
938	     0.00	100000.00	1200000.00
937	     0.00	100000.00	1200000.00
936	     0.00	100000.00	1200000.00
935	     0.00	100000.00	1200000.00
934	     0.00	100000.00	1200000.00
933	     0.00	100000.00	1200000.00
932	     0.00	100000.00	1200000.00
931	     0.00	100000.00	1200000.00
930	     0.00	100000.00	1200000.00
929	     0.00	100000.00	1200000.00
928	     0.00	100000.00	1200000.00
927	     0.00	100000.00	1200000.00
926	     0.00	100000.00	1200000.00
925	     0.00	100000.00	1200000.00
924	     0.00	100000.00	1200000.00
923	     0.00	100000.00	1200000.00
922	     0.00	100000.00	1200000.00
921	     0.00	100000.00	1200000.00
920	     0.00	100000.00	1200000.00
919	     0.00	100000.00	1200000.00
918	     0.00	100000.00	1200000.00
917	     0.00	100000.00	1200000.00
916	     0.00	100000.00	1200000.00
915	     0.00	100000.00	1200000.00
914	     0.00	100000.00	1200000.00
913	     0.00	100000.00	1200000.00
912	     0.00	100000.00	1200000.00
911	     0.00	100000.00	1200000.00
910	     0.00	100000.00	1200000.00
909	     0.00	100000.00	1200000.00
908	     0.00	100000.00	1200000.00
907	     0.00	100000.00	1200000.00
906	     0.00	100000.00	1200000.00
905	     0.00	100000.00	1200000.00
904	     0.00	100000.00	1200000.00
903	     0.00	100000.00	1200000.00
902	     0.00	100000.00	1200000.00
901	     0.00	100000.00	1200000.00
900	     0.00	100000.00	1200000.00
899	     0.00	100000.00	1200000.00
898	     0.00	100000.00	1200000.00
897	     0.00	100000.00	1200000.00
896	     0.00	100000.00	1200000.00
895	     0.00	100000.00	1200000.00
894	     0.00	100000.00	1200000.00
893	     0.00	100000.00	1200000.00
892	     0.00	100000.00	1200000.00
891	     0.00	100000.00	1200000.00
890	     0.00	100000.00	1200000.00
889	     0.00	100000.00	1200000.00
888	     0.00	100000.00	1200000.00
887	     0.00	100000.00	1200000.00
886	     0.00	100000.00	1200000.00
885	     0.00	100000.00	1200000.00
884	     0.00	100000.00	1200000.00
883	     0.00	100000.00	1200000.00
882	     0.00	100000.00	1200000.00
881	     0.00	100000.00	1200000.00
880	     0.00	100000.00	1200000.00
879	     0.00	100000.00	1200000.00
878	     0.00	100000.00	1200000.00
877	     0.00	100000.00	1200000.00
876	     0.00	100000.00	1200000.00
875	     0.00	100000.00	1200000.00
874	     0.00	100000.00	1200000.00
873	     0.00	100000.00	1200000.00
872	     0.00	100000.00	1200000.00
871	     0.00	100000.00	1200000.00
870	     0.00	100000.00	1200000.00
869	     0.00	100000.00	1200000.00
868	     0.00	100000.00	1200000.00
867	     0.00	100000.00	1200000.00
866	     0.00	100000.00	1200000.00
865	     0.00	100000.00	1200000.00
864	     0.00	100000.00	1200000.00
863	     0.00	100000.00	1200000.00
862	     0.00	100000.00	1200000.00
861	     0.00	100000.00	1200000.00
860	     0.00	100000.00	1200000.00
859	     0.00	100000.00	1200000.00
858	     0.00	100000.00	1200000.00
857	     0.00	100000.00	1200000.00
856	     0.00	100000.00	1200000.00
855	     0.00	100000.00	1200000.00
854	     0.00	100000.00	1200000.00
853	     0.00	100000.00	1200000.00
852	     0.00	100000.00	1200000.00
851	     0.00	100000.00	1200000.00
850	     0.00	100000.00	1200000.00
849	     0.00	100000.00	1200000.00
848	     0.00	100000.00	1200000.00
847	     0.00	100000.00	1200000.00
846	     0.00	100000.00	1200000.00
845	     0.00	100000.00	1200000.00
844	     0.00	100000.00	1200000.00
843	     0.00	100000.00	1200000.00
842	     0.00	100000.00	1200000.00
841	     0.00	100000.00	1200000.00
840	     0.00	100000.00	1200000.00
839	     0.00	100000.00	1200000.00
838	     0.00	100000.00	1200000.00
837	     0.00	100000.00	1200000.00
836	     0.00	100000.00	1200000.00
835	     0.00	100000.00	1200000.00
834	     0.00	100000.00	1200000.00
833	     0.00	100000.00	1200000.00
832	     0.00	100000.00	1200000.00
831	     0.00	100000.00	1200000.00
830	     0.00	100000.00	1200000.00
829	     0.00	100000.00	1200000.00
828	     0.00	100000.00	1200000.00
827	     0.00	100000.00	1200000.00
826	     0.00	100000.00	1200000.00
825	     0.00	100000.00	1200000.00
824	     0.00	100000.00	1200000.00
823	     0.00	100000.00	1200000.00
822	     0.00	100000.00	1200000.00
821	     0.00	100000.00	1200000.00
820	     0.00	100000.00	1200000.00
819	     0.00	100000.00	1200000.00
818	     0.00	100000.00	1200000.00
817	     0.00	100000.00	1200000.00
816	     0.00	100000.00	1200000.00
815	     0.00	100000.00	1200000.00
814	     0.00	100000.00	1200000.00
813	     0.00	100000.00	1200000.00
812	     0.00	100000.00	1200000.00
811	     0.00	100000.00	1200000.00
810	     0.00	100000.00	1200000.00
809	     0.00	100000.00	1200000.00
808	     0.00	100000.00	1200000.00
807	     0.00	100000.00	1200000.00
806	     0.00	100000.00	1200000.00
805	     0.00	100000.00	1200000.00
804	     0.00	100000.00	1200000.00
803	     0.00	100000.00	1200000.00
802	     0.00	100000.00	1200000.00
801	     0.00	100000.00	1200000.00
800	     0.00	100000.00	1200000.00
799	     0.00	100000.00	1200000.00
798	     0.00	100000.00	1200000.00
797	     0.00	100000.00	1200000.00
796	     0.00	100000.00	1200000.00
795	     0.00	100000.00	1200000.00
794	     0.00	100000.00	1200000.00
793	     0.00	100000.00	1200000.00
792	     0.00	100000.00	1200000.00
791	     0.00	100000.00	1200000.00
790	     0.00	100000.00	1200000.00
789	     0.00	100000.00	1200000.00
788	     0.00	100000.00	1200000.00
787	     0.00	100000.00	1200000.00
786	     0.00	100000.00	1200000.00
785	     0.00	100000.00	1200000.00
784	     0.00	100000.00	1200000.00
783	     0.00	100000.00	1200000.00
782	     0.00	100000.00	1200000.00
781	     0.00	100000.00	1200000.00
780	     0.00	100000.00	1200000.00
779	     0.00	100000.00	1200000.00
778	     0.00	100000.00	1200000.00
777	     0.00	100000.00	1200000.00
776	     0.00	100000.00	1200000.00
775	     0.00	100000.00	1200000.00
774	     0.00	100000.00	1200000.00
773	     0.00	100000.00	1200000.00
772	     0.00	100000.00	1200000.00
771	     0.00	100000.00	1200000.00
770	     0.00	100000.00	1200000.00
769	     0.00	100000.00	1200000.00
768	     0.00	100000.00	1200000.00
767	     0.00	100000.00	1200000.00
766	     0.00	100000.00	1200000.00
765	     0.00	100000.00	1200000.00
764	     0.00	100000.00	1200000.00
763	     0.00	100000.00	1200000.00
762	     0.00	100000.00	1200000.00
761	     0.00	100000.00	1200000.00
760	     0.00	100000.00	1200000.00
759	     0.00	100000.00	1200000.00
758	     0.00	100000.00	1200000.00
757	     0.00	100000.00	1200000.00
756	     0.00	100000.00	1200000.00
755	     0.00	100000.00	1200000.00
754	     0.00	100000.00	1200000.00
753	     0.00	100000.00	1200000.00
752	     0.00	100000.00	1200000.00
751	     0.00	100000.00	1200000.00
750	     0.00	100000.00	1200000.00
749	     0.00	100000.00	1200000.00
748	     0.00	100000.00	1200000.00
747	     0.00	100000.00	1200000.00
746	     0.00	100000.00	1200000.00
745	     0.00	100000.00	1200000.00
744	     0.00	100000.00	1200000.00
743	     0.00	100000.00	1200000.00
742	     0.00	100000.00	1200000.00
741	     0.00	100000.00	1200000.00
740	     0.00	100000.00	1200000.00
739	     0.00	100000.00	1200000.00
738	     0.00	100000.00	1200000.00
737	     0.00	100000.00	1200000.00
736	     0.00	100000.00	1200000.00
735	     0.00	100000.00	1200000.00
734	     0.00	100000.00	1200000.00
733	     0.00	100000.00	1200000.00
732	     0.00	100000.00	1200000.00
731	     0.00	100000.00	1200000.00
730	     0.00	100000.00	1200000.00
729	     0.00	100000.00	1200000.00
728	     0.00	100000.00	1200000.00
727	     0.00	100000.00	1200000.00
726	     0.00	100000.00	1200000.00
725	     0.00	100000.00	1200000.00
724	     0.00	100000.00	1200000.00
723	     0.00	100000.00	1200000.00
722	     0.00	100000.00	1200000.00
721	     0.00	100000.00	1200000.00
720	     0.00	100000.00	1200000.00
719	     0.00	100000.00	1200000.00
718	     0.00	100000.00	1200000.00
717	     0.00	100000.00	1200000.00
716	     0.00	100000.00	1200000.00
715	     0.00	100000.00	1200000.00
714	     0.00	100000.00	1200000.00
713	     0.00	100000.00	1200000.00
712	     0.00	100000.00	1200000.00
711	     0.00	100000.00	1200000.00
710	     0.00	100000.00	1200000.00
709	     0.00	100000.00	1200000.00
708	     0.00	100000.00	1200000.00
707	     0.00	100000.00	1200000.00
706	     0.00	100000.00	1200000.00
705	     0.00	100000.00	1200000.00
704	     0.00	100000.00	1200000.00
703	     0.00	100000.00	1200000.00
702	     0.00	100000.00	1200000.00
701	     0.00	100000.00	1200000.00
700	     0.00	100000.00	1200000.00
699	     0.00	100000.00	1200000.00
698	     0.00	100000.00	1200000.00
697	     0.00	100000.00	1200000.00
696	     0.00	100000.00	1200000.00
695	     0.00	100000.00	1200000.00
694	     0.00	100000.00	1200000.00
693	     0.00	100000.00	1200000.00
692	     0.00	100000.00	1200000.00
691	     0.00	100000.00	1200000.00
690	     0.00	100000.00	1200000.00
689	     0.00	100000.00	1200000.00
688	     0.00	100000.00	1200000.00
687	     0.00	100000.00	1200000.00
686	     0.00	100000.00	1200000.00
685	     0.00	100000.00	1200000.00
684	     0.00	100000.00	1200000.00
683	     0.00	100000.00	1200000.00
682	     0.00	100000.00	1200000.00
681	     0.00	100000.00	1200000.00
680	     0.00	100000.00	1200000.00
679	     0.00	100000.00	1200000.00
678	     0.00	100000.00	1200000.00
677	     0.00	100000.00	1200000.00
676	     0.00	100000.00	1200000.00
675	     0.00	100000.00	1200000.00
674	     0.00	100000.00	1200000.00
673	     0.00	100000.00	1200000.00
672	     0.00	100000.00	1200000.00
671	     0.00	100000.00	1200000.00
670	     0.00	100000.00	1200000.00
669	     0.00	100000.00	1200000.00
668	     0.00	100000.00	1200000.00
667	     0.00	100000.00	1200000.00
666	     0.00	100000.00	1200000.00
665	     0.00	100000.00	1200000.00
664	     0.00	100000.00	1200000.00
663	     0.00	100000.00	1200000.00
662	     0.00	100000.00	1200000.00
661	     0.00	100000.00	1200000.00
660	     0.00	100000.00	1200000.00
659	     0.00	100000.00	1200000.00
658	     0.00	100000.00	1200000.00
657	     0.00	100000.00	1200000.00
656	     0.00	100000.00	1200000.00
655	     0.00	100000.00	1200000.00
654	     0.00	100000.00	1200000.00
653	     0.00	100000.00	1200000.00
652	     0.00	100000.00	1200000.00
651	     0.00	100000.00	1200000.00
650	     0.00	100000.00	1200000.00
649	     0.00	100000.00	1200000.00
648	     0.00	100000.00	1200000.00
647	     0.00	100000.00	1200000.00
646	     0.00	100000.00	1200000.00
645	     0.00	100000.00	1200000.00
644	     0.00	100000.00	1200000.00
643	     0.00	100000.00	1200000.00
642	     0.00	100000.00	1200000.00
641	     0.00	100000.00	1200000.00
640	     0.00	100000.00	1200000.00
639	     0.00	100000.00	1200000.00
638	     0.00	100000.00	1200000.00
637	     0.00	100000.00	1200000.00
636	     0.00	100000.00	1200000.00
635	     0.00	100000.00	1200000.00
634	     0.00	100000.00	1200000.00
633	     0.00	100000.00	1200000.00
632	     0.00	100000.00	1200000.00
631	     0.00	100000.00	1200000.00
630	     0.00	100000.00	1200000.00
629	     0.00	100000.00	1200000.00
628	     0.00	100000.00	1200000.00
627	     0.00	100000.00	1200000.00
626	     0.00	100000.00	1200000.00
625	     0.00	100000.00	1200000.00
624	     0.00	100000.00	1200000.00
623	     0.00	100000.00	1200000.00
622	     0.00	100000.00	1200000.00
621	     0.00	100000.00	1200000.00
620	     0.00	100000.00	1200000.00
619	     0.00	100000.00	1200000.00
618	     0.00	100000.00	1200000.00
617	     0.00	100000.00	1200000.00
616	     0.00	100000.00	1200000.00
615	     0.00	100000.00	1200000.00
614	     0.00	100000.00	1200000.00
613	     0.00	100000.00	1200000.00
612	     0.00	100000.00	1200000.00
611	     0.00	100000.00	1200000.00
610	     0.00	100000.00	1200000.00
609	     0.00	100000.00	1200000.00
608	     0.00	100000.00	1200000.00
607	     0.00	100000.00	1200000.00
606	     0.00	100000.00	1200000.00
605	     0.00	100000.00	1200000.00
604	     0.00	100000.00	1200000.00
603	     0.00	100000.00	1200000.00
602	     0.00	100000.00	1200000.00
601	     0.00	100000.00	1200000.00
600	     0.00	100000.00	1200000.00
599	     0.00	100000.00	1200000.00
598	     0.00	100000.00	1200000.00
597	     0.00	100000.00	1200000.00
596	     0.00	100000.00	1200000.00
595	     0.00	100000.00	1200000.00
594	     0.00	100000.00	1200000.00
593	     0.00	100000.00	1200000.00
592	     0.00	100000.00	1200000.00
591	     0.00	100000.00	1200000.00
590	     0.00	100000.00	1200000.00
589	     0.00	100000.00	1200000.00
588	     0.00	100000.00	1200000.00
587	     0.00	100000.00	1200000.00
586	     0.00	100000.00	1200000.00
585	     0.00	100000.00	1200000.00
584	     0.00	100000.00	1200000.00
583	     0.00	100000.00	1200000.00
582	     0.00	100000.00	1200000.00
581	     0.00	100000.00	1200000.00
580	     0.00	100000.00	1200000.00
579	     0.00	100000.00	1200000.00
578	     0.00	100000.00	1200000.00
577	     0.00	100000.00	1200000.00
576	     0.00	100000.00	1200000.00
575	     0.00	100000.00	1200000.00
574	     0.00	100000.00	1200000.00
573	     0.00	100000.00	1200000.00
572	     0.00	100000.00	1200000.00
571	     0.00	100000.00	1200000.00
570	     0.00	100000.00	1200000.00
569	     0.00	100000.00	1200000.00
568	     0.00	100000.00	1200000.00
567	     0.00	100000.00	1200000.00
566	     0.00	100000.00	1200000.00
565	     0.00	100000.00	1200000.00
564	     0.00	100000.00	1200000.00
563	     0.00	100000.00	1200000.00
562	     0.00	100000.00	1200000.00
561	     0.00	100000.00	1200000.00
560	     0.00	100000.00	1200000.00
559	     0.00	100000.00	1200000.00
558	     0.00	100000.00	1200000.00
557	     0.00	100000.00	1200000.00
556	     0.00	100000.00	1200000.00
555	     0.00	100000.00	1200000.00
554	     0.00	100000.00	1200000.00
553	     0.00	100000.00	1200000.00
552	     0.00	100000.00	1200000.00
551	     0.00	100000.00	1200000.00
550	     0.00	100000.00	1200000.00
549	     0.00	100000.00	1200000.00
548	     0.00	100000.00	1200000.00
547	     0.00	100000.00	1200000.00
546	     0.00	100000.00	1200000.00
545	     0.00	100000.00	1200000.00
544	     0.00	100000.00	1200000.00
543	     0.00	100000.00	1200000.00
542	     0.00	100000.00	1200000.00
541	     0.00	100000.00	1200000.00
540	     0.00	100000.00	1200000.00
539	     0.00	100000.00	1200000.00
538	     0.00	100000.00	1200000.00
537	     0.00	100000.00	1200000.00
536	     0.00	100000.00	1200000.00
535	     0.00	100000.00	1200000.00
534	     0.00	100000.00	1200000.00
533	     0.00	100000.00	1200000.00
532	     0.00	100000.00	1200000.00
531	     0.00	100000.00	1200000.00
530	     0.00	100000.00	1200000.00
529	     0.00	100000.00	1200000.00
528	     0.00	100000.00	1200000.00
527	     0.00	100000.00	1200000.00
526	     0.00	100000.00	1200000.00
525	     0.00	100000.00	1200000.00
524	     0.00	100000.00	1200000.00
523	     0.00	100000.00	1200000.00
522	     0.00	100000.00	1200000.00
521	     0.00	100000.00	1200000.00
520	     0.00	100000.00	1200000.00
519	     0.00	100000.00	1200000.00
518	     0.00	100000.00	1200000.00
517	     0.00	100000.00	1200000.00
516	     0.00	100000.00	1200000.00
515	     0.00	100000.00	1200000.00
514	     0.00	100000.00	1200000.00
513	     0.00	100000.00	1200000.00
512	     0.00	100000.00	1200000.00
511	     0.00	100000.00	1200000.00
510	     0.00	100000.00	1200000.00
509	     0.00	100000.00	1200000.00
508	     0.00	100000.00	1200000.00
507	     0.00	100000.00	1200000.00
506	     0.00	100000.00	1200000.00
505	     0.00	100000.00	1200000.00
504	     0.00	100000.00	1200000.00
503	     0.00	100000.00	1200000.00
502	     0.00	100000.00	1200000.00
501	     0.00	100000.00	1200000.00
500	     0.00	100000.00	1200000.00
499	     0.00	100000.00	1200000.00
498	     0.00	100000.00	1200000.00
497	     0.00	100000.00	1200000.00
496	     0.00	100000.00	1200000.00
495	     0.00	100000.00	1200000.00
494	     0.00	100000.00	1200000.00
493	     0.00	100000.00	1200000.00
492	     0.00	100000.00	1200000.00
491	     0.00	100000.00	1200000.00
490	     0.00	100000.00	1200000.00
489	     0.00	100000.00	1200000.00
488	     0.00	100000.00	1200000.00
487	     0.00	100000.00	1200000.00
486	     0.00	100000.00	1200000.00
485	     0.00	100000.00	1200000.00
484	     0.00	100000.00	1200000.00
483	     0.00	100000.00	1200000.00
482	     0.00	100000.00	1200000.00
481	     0.00	100000.00	1200000.00
480	     0.00	100000.00	1200000.00
479	     0.00	100000.00	1200000.00
478	     0.00	100000.00	1200000.00
477	     0.00	100000.00	1200000.00
476	     0.00	100000.00	1200000.00
475	     0.00	100000.00	1200000.00
474	     0.00	100000.00	1200000.00
473	     0.00	100000.00	1200000.00
472	     0.00	100000.00	1200000.00
471	     0.00	100000.00	1200000.00
470	     0.00	100000.00	1200000.00
469	     0.00	100000.00	1200000.00
468	     0.00	100000.00	1200000.00
467	     0.00	100000.00	1200000.00
466	     0.00	100000.00	1200000.00
465	     0.00	100000.00	1200000.00
464	     0.00	100000.00	1200000.00
463	     0.00	100000.00	1200000.00
462	     0.00	100000.00	1200000.00
461	     0.00	100000.00	1200000.00
460	     0.00	100000.00	1200000.00
459	     0.00	100000.00	1200000.00
458	     0.00	100000.00	1200000.00
457	     0.00	100000.00	1200000.00
456	     0.00	100000.00	1200000.00
455	     0.00	100000.00	1200000.00
