Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
464	   310.14	   244.86	 82768.22
463	   309.23	   245.77	 83077.45
462	   308.32	   246.68	 83385.76
461	   307.41	   247.59	 83693.17
460	   306.50	   248.50	 83999.67
459	   305.60	   249.40	 84305.27
458	   304.70	   250.30	 84609.96
457	   303.80	   251.20	 84913.76
456	   302.90	   252.10	 85216.66
455	   302.01	   252.99	 85518.67
454	   301.12	   253.88	 85819.78
453	   300.23	   254.77	 86120.01
452	   299.34	   255.66	 86419.36
451	   298.46	   256.54	 86717.82
450	   297.58	   257.42	 87015.39
449	   296.70	   258.30	 87312.10
448	   295.83	   259.17	 87607.92
447	   294.95	   260.05	 87902.88
446	   294.08	   260.92	 88196.96
445	   293.22	   261.78	 88490.18
444	   292.35	   262.65	 88782.53
443	   291.49	   263.51	 89074.02
442	   290.63	   264.37	 89364.65
441	   289.77	   265.23	 89654.42
440	   288.92	   266.08	 89943.34
439	   288.07	   266.93	 90231.40
438	   287.22	   267.78	 90518.62
437	   286.37	   268.63	 90804.99
436	   285.52	   269.48	 91090.51
435	   284.68	   270.32	 91375.19
434	   283.84	   271.16	 91659.04
433	   283.00	   272.00	 91942.04
432	   282.17	   272.83	 92224.21
431	   281.34	   273.66	 92505.55
430	   280.51	   274.49	 92786.06
429	   279.68	   275.32	 93065.74
428	   278.86	   276.14	 93344.59
427	   278.03	   276.97	 93622.63
426	   277.21	   277.79	 93899.84
425	   276.40	   278.60	 94176.23
424	   275.58	   279.42	 94451.81
423	   274.77	   280.23	 94726.58
422	   273.96	   281.04	 95000.54
421	   273.15	   281.85	 95273.69
420	   272.34	   282.66	 95546.03
419	   271.54	   283.46	 95817.57
418	   270.74	   284.26	 96088.31
417	   269.94	   285.06	 96358.25
416	   269.14	   285.86	 96627.39
415	   268.35	   286.65	 96895.74
414	   267.56	   287.44	 97163.30
413	   266.77	   288.23	 97430.07
412	   265.98	   289.02	 97696.05
411	   265.20	   289.80	 97961.25
410	   264.42	   290.58	 98225.67
409	   263.64	   291.36	 98489.30
408	   262.86	   292.14	 98752.16
407	   262.08	   292.92	 99014.24
406	   261.31	   293.69	 99275.55
405	   260.54	   294.46	 99536.09
404	   259.77	   295.23	 99795.86
403	   259.00	   296.00	100054.87
402	   258.24	   296.76	100313.11
401	   257.48	   297.52	100570.59
400	   256.72	   298.28	100827.31
399	   255.96	   299.04	101083.27
398	   255.21	   299.79	101338.47
397	   254.45	   300.55	101592.93
396	   253.70	   301.30	101846.63
395	   252.96	   302.04	102099.59
394	   252.21	   302.79	102351.80
393	   251.47	   303.53	102603.26
392	   250.72	   304.28	102853.99
391	   249.98	   305.02	103103.97
390	   249.25	   305.75	103353.22
389	   248.51	   306.49	103601.73
388	   247.78	   307.22	103849.51
387	   247.05	   307.95	104096.55
386	   246.32	   308.68	104342.87
385	   245.59	   309.41	104588.47
384	   244.87	   310.13	104833.33
383	   244.15	   310.85	105077.48
382	   243.43	   311.57	105320.91
381	   242.71	   312.29	105563.61
380	   241.99	   313.01	105805.60
379	   241.28	   313.72	106046.88
378	   240.57	   314.43	106287.45
377	   239.86	   315.14	106527.31
376	   239.15	   315.85	106766.45
375	   238.44	   316.56	107004.90
374	   237.74	   317.26	107242.64
373	   237.04	   317.96	107479.68
372	   236.34	   318.66	107716.02
371	   235.64	   319.36	107951.66
370	   234.95	   320.05	108186.61
369	   234.25	   320.75	108420.86
368	   233.56	   321.44	108654.43
367	   232.88	   322.12	108887.30
366	   232.19	   322.81	109119.49
365	   231.50	   323.50	109351.00
364	   230.82	   324.18	109581.82
363	   230.14	   324.86	109811.96
362	   229.46	   325.54	110041.42
361	   228.78	   326.22	110270.20
360	   228.11	   326.89	110498.31
359	   227.44	   327.56	110725.75
358	   226.77	   328.23	110952.51
357	   226.10	   328.90	111178.61
356	   225.43	   329.57	111404.04
355	   224.76	   330.24	111628.80
354	   224.10	   330.90	111852.90
353	   223.44	   331.56	112076.34
352	   222.78	   332.22	112299.13
351	   222.12	   332.88	112521.25
350	   221.47	   333.53	112742.72
349	   220.82	   334.18	112963.54
348	   220.16	   334.84	113183.70
347	   219.52	   335.48	113403.22
346	   218.87	   336.13	113622.09
345	   218.22	   336.78	113840.31
344	   217.58	   337.42	114057.89
343	   216.94	   338.06	114274.82
342	   216.30	   338.70	114491.12
341	   215.66	   339.34	114706.78
340	   215.02	   339.98	114921.80
339	   214.39	   340.61	115136.19
338	   213.76	   341.24	115349.95
337	   213.13	   341.87	115563.07
336	   212.50	   342.50	115775.57
335	   211.87	   343.13	115987.44
334	   211.25	   343.75	116198.69
333	   210.62	   344.38	116409.31
332	   210.00	   345.00	116619.31
331	   209.38	   345.62	116828.69
330	   208.76	   346.24	117037.46
329	   208.15	   346.85	117245.60
328	   207.53	   347.47	117453.14
327	   206.92	   348.08	117660.06
326	   206.31	   348.69	117866.37
325	   205.70	   349.30	118072.08
324	   205.10	   349.90	118277.17
323	   204.49	   350.51	118481.67
322	   203.89	   351.11	118685.55
321	   203.29	   351.71	118888.84
320	   202.69	   352.31	119091.53
319	   202.09	   352.91	119293.62
318	   201.49	   353.51	119495.11
317	   200.90	   354.10	119696.01
316	   200.31	   354.69	119896.32
315	   199.72	   355.28	120096.03
314	   199.13	   355.87	120295.16
313	   198.54	   356.46	120493.70
312	   197.95	   357.05	120691.65
311	   197.37	   357.63	120889.02
310	   196.79	   358.21	121085.81
309	   196.21	   358.79	121282.02
308	   195.63	   359.37	121477.65
307	   195.05	   359.95	121672.70
306	   194.48	   360.52	121867.18
305	   193.90	   361.10	122061.08
304	   193.33	   361.67	122254.41
303	   192.76	   362.24	122447.17
302	   192.19	   362.81	122639.36
301	   191.62	   363.38	122830.99
300	   191.06	   363.94	123022.05
299	   190.50	   364.50	123212.54
298	   189.93	   365.07	123402.48
297	   189.37	   365.63	123591.85
296	   188.82	   366.18	123780.67
295	   188.26	   366.74	123968.93
294	   187.70	   367.30	124156.63
293	   187.15	   367.85	124343.78
292	   186.60	   368.40	124530.38
291	   186.05	   368.95	124716.42
290	   185.50	   369.50	124901.92
289	   184.95	   370.05	125086.87
288	   184.41	   370.59	125271.28
287	   183.86	   371.14	125455.14
286	   183.32	   371.68	125638.46
285	   182.78	   372.22	125821.24
284	   182.24	   372.76	126003.48
283	   181.70	   373.30	126185.18
282	   181.17	   373.83	126366.35
281	   180.63	   374.37	126546.98
280	   180.10	   374.90	126727.08
279	   179.57	   375.43	126906.65
278	   179.04	   375.96	127085.68
277	   178.51	   376.49	127264.19
276	   177.98	   377.02	127442.18
275	   177.46	   377.54	127619.64
274	   176.94	   378.06	127796.57
273	   176.41	   378.59	127972.98
272	   175.89	   379.11	128148.88
271	   175.37	   379.63	128324.25
270	   174.86	   380.14	128499.11
269	   174.34	   380.66	128673.45
268	   173.83	   381.17	128847.28
267	   173.31	   381.69	129020.59
266	   172.80	   382.20	129193.39
265	   172.29	   382.71	129365.69
264	   171.78	   383.22	129537.47
263	   171.28	   383.72	129708.75
262	   170.77	   384.23	129879.52
261	   170.27	   384.73	130049.79
260	   169.77	   385.23	130219.56
259	   169.27	   385.73	130388.83
258	   168.77	   386.23	130557.59
257	   168.27	   386.73	130725.86
256	   167.77	   387.23	130893.64
255	   167.28	   387.72	131060.91
254	   166.78	   388.22	131227.70
253	   166.29	   388.71	131393.99
252	   165.80	   389.20	131559.79
251	   165.31	   389.69	131725.11
250	   164.83	   390.17	131889.93
249	   164.34	   390.66	132054.27
248	   163.85	   391.15	132218.13
247	   163.37	   391.63	132381.50
246	   162.89	   392.11	132544.39
245	   162.41	   392.59	132706.80
244	   161.93	   393.07	132868.73
243	   161.45	   393.55	133030.18
242	   160.98	   394.02	133191.15
241	   160.50	   394.50	133351.66
240	   160.03	   394.97	133511.68
239	   159.56	   395.44	133671.24
238	   159.09	   395.91	133830.33
237	   158.62	   396.38	133988.94
236	   158.15	   396.85	134147.09
235	   157.68	   397.32	134304.77
234	   157.22	   397.78	134461.99
233	   156.75	   398.25	134618.74
232	   156.29	   398.71	134775.03
231	   155.83	   399.17	134930.86
230	   155.37	   399.63	135086.23
229	   154.91	   400.09	135241.14
228	   154.45	   400.55	135395.60
227	   154.00	   401.00	135549.60
226	   153.54	   401.46	135703.14
225	   153.09	   401.91	135856.23
224	   152.64	   402.36	136008.87
223	   152.19	   402.81	136161.06
222	   151.74	   403.26	136312.80
221	   151.29	   403.71	136464.10
220	   150.85	   404.15	136614.95
219	   150.40	   404.60	136765.35
218	   149.96	   405.04	136915.31
217	   149.52	   405.48	137064.82
216	   149.08	   405.92	137213.90
215	   148.64	   406.36	137362.54
214	   148.20	   406.80	137510.73
213	   147.76	   407.24	137658.49
212	   147.32	   407.68	137805.82
211	   146.89	   408.11	137952.71
210	   146.46	   408.54	138099.16
209	   146.02	   408.98	138245.19
208	   145.59	   409.41	138390.78
207	   145.16	   409.84	138535.95
206	   144.74	   410.26	138680.68
205	   144.31	   410.69	138824.99
204	   143.88	   411.12	138968.88
203	   143.46	   411.54	139112.34
202	   143.04	   411.96	139255.37
201	   142.61	   412.39	139397.99
200	   142.19	   412.81	139540.18
199	   141.77	   413.23	139681.95
198	   141.36	   413.64	139823.31
197	   140.94	   414.06	139964.25
196	   140.52	   414.48	140104.77
195	   140.11	   414.89	140244.88
194	   139.70	   415.30	140384.58
193	   139.28	   415.72	140523.86
192	   138.87	   416.13	140662.73
191	   138.46	   416.54	140801.20
190	   138.05	   416.95	140939.25
189	   137.65	   417.35	141076.90
188	   137.24	   417.76	141214.14
187	   136.84	   418.16	141350.98
186	   136.43	   418.57	141487.41
185	   136.03	   418.97	141623.44
184	   135.63	   419.37	141759.07
183	   135.23	   419.77	141894.30
182	   134.83	   420.17	142029.13
181	   134.43	   420.57	142163.56
180	   134.04	   420.96	142297.60
179	   133.64	   421.36	142431.24
178	   133.25	   421.75	142564.49
177	   132.85	   422.15	142697.34
176	   132.46	   422.54	142829.80
175	   132.07	   422.93	142961.87
174	   131.68	   423.32	143093.55
173	   131.29	   423.71	143224.85
172	   130.91	   424.09	143355.75
171	   130.52	   424.48	143486.27
170	   130.13	   424.87	143616.41
169	   129.75	   425.25	143746.16
168	   129.37	   425.63	143875.53
167	   128.99	   426.01	144004.51
166	   128.61	   426.39	144133.12
165	   128.23	   426.77	144261.35
164	   127.85	   427.15	144389.20
163	   127.47	   427.53	144516.67
162	   127.10	   427.90	144643.76
161	   126.72	   428.28	144770.48
160	   126.35	   428.65	144896.83
159	   125.97	   429.03	145022.80
158	   125.60	   429.40	145148.41
157	   125.23	   429.77	145273.64
156	   124.86	   430.14	145398.50
155	   124.49	   430.51	145523.00
154	   124.13	   430.87	145647.12
153	   123.76	   431.24	145770.89
152	   123.40	   431.60	145894.28
151	   123.03	   431.97	146017.31
150	   122.67	   432.33	146139.98
149	   122.31	   432.69	146262.29
148	   121.95	   433.05	146384.24
147	   121.59	   433.41	146505.82
146	   121.23	   433.77	146627.05
145	   120.87	   434.13	146747.92
144	   120.51	   434.49	146868.44
143	   120.16	   434.84	146988.60
142	   119.80	   435.20	147108.40
141	   119.45	   435.55	147227.85
140	   119.10	   435.90	147346.95
139	   118.75	   436.25	147465.70
138	   118.40	   436.60	147584.09
137	   118.05	   436.95	147702.14
136	   117.70	   437.30	147819.84
135	   117.35	   437.65	147937.19
134	   117.01	   437.99	148054.20
133	   116.66	   438.34	148170.86
132	   116.32	   438.68	148287.18
131	   115.97	   439.03	148403.15
130	   115.63	   439.37	148518.78
129	   115.29	   439.71	148634.08
128	   114.95	   440.05	148749.03
127	   114.61	   440.39	148863.64
126	   114.27	   440.73	148977.91
125	   113.94	   441.06	149091.85
124	   113.60	   441.40	149205.45
123	   113.27	   441.73	149318.71
122	   112.93	   442.07	149431.65
121	   112.60	   442.40	149544.24
120	   112.27	   442.73	149656.51
119	   111.94	   443.06	149768.44
118	   111.60	   443.40	149880.05
117	   111.28	   443.72	149991.33
116	   110.95	   444.05	150102.27
115	   110.62	   444.38	150212.89
114	   110.29	   444.71	150323.19
113	   109.97	   445.03	150433.16
112	   109.64	   445.36	150542.80
111	   109.32	   445.68	150652.12
110	   109.00	   446.00	150761.12
109	   108.68	   446.32	150869.80
108	   108.36	   446.64	150978.15
107	   108.04	   446.96	151086.19
106	   107.72	   447.28	151193.91
105	   107.40	   447.60	151301.31
104	   107.08	   447.92	151408.39
103	   106.77	   448.23	151515.16
102	   106.45	   448.55	151621.61
101	   106.14	   448.86	151727.75
100	   105.83	   449.17	151833.58
99	   105.51	   449.49	151939.09
98	   105.20	   449.80	152044.29
97	   104.89	   450.11	152149.18
96	   104.58	   450.42	152253.77
95	   104.27	   450.73	152358.04
94	   103.97	   451.03	152462.01
93	   103.66	   451.34	152565.67
92	   103.35	   451.65	152669.02
91	   103.05	   451.95	152772.07
90	   102.75	   452.25	152874.82
89	   102.44	   452.56	152977.26
88	   102.14	   452.86	153079.40
87	   101.84	   453.16	153181.24
86	   101.54	   453.46	153282.77
85	   101.24	   453.76	153384.01
84	   100.94	   454.06	153484.95
83	   100.64	   454.36	153585.60
82	   100.35	   454.65	153685.94
81	   100.05	   454.95	153785.99
80	    99.75	   455.25	153885.75
79	    99.46	   455.54	153985.21
78	    99.17	   455.83	154084.37
77	    98.87	   456.13	154183.25
76	    98.58	   456.42	154281.83
75	    98.29	   456.71	154380.12
74	    98.00	   457.00	154478.13
73	    97.71	   457.29	154575.84
72	    97.42	   457.58	154673.26
71	    97.14	   457.86	154770.40
70	    96.85	   458.15	154867.25
69	    96.57	   458.43	154963.82
68	    96.28	   458.72	155060.10
67	    96.00	   459.00	155156.10
66	    95.71	   459.29	155251.81
65	    95.43	   459.57	155347.24
64	    95.15	   459.85	155442.39
63	    94.87	   460.13	155537.26
62	    94.59	   460.41	155631.85
61	    94.31	   460.69	155726.16
60	    94.03	   460.97	155820.19
59	    93.75	   461.25	155913.94
58	    93.48	   461.52	156007.42
57	    93.20	   461.80	156100.62
56	    92.93	   462.07	156193.55
55	    92.65	   462.35	156286.21
54	    92.38	   462.62	156378.59
53	    92.11	   462.89	156470.69
52	    91.84	   463.16	156562.53
51	    91.56	   463.44	156654.09
50	    91.29	   463.71	156745.39
49	    91.03	   463.97	156836.41
48	    90.76	   464.24	156927.17
47	    90.49	   464.51	157017.66
46	    90.22	   464.78	157107.88
45	    89.96	   465.04	157197.84
44	    89.69	   465.31	157287.53
43	    89.43	   465.57	157376.96
42	    89.16	   465.84	157466.12
41	    88.90	   466.10	157555.02
40	    88.64	   466.36	157643.66
39	    88.38	   466.62	157732.03
38	    88.12	   466.88	157820.15
37	    87.86	   467.14	157908.00
36	    87.60	   467.40	157995.60
35	    87.34	   467.66	158082.94
34	    87.08	   467.92	158170.02
33	    86.82	   468.18	158256.84
32	    86.57	   468.43	158343.41
31	    86.31	   468.69	158429.72
30	    86.06	   468.94	158515.78
29	    85.80	   469.20	158601.58
28	    85.55	   469.45	158687.13
27	    85.30	   469.70	158772.43
26	    85.05	   469.95	158857.48
25	    84.80	   470.20	158942.27
24	    84.55	   470.45	159026.82
23	    84.30	   470.70	159111.12
22	    84.05	   470.95	159195.16
21	    83.80	   471.20	159278.96
20	    83.55	   471.45	159362.52
19	    83.31	   471.69	159445.82
18	    83.06	   471.94	159528.88
17	    82.82	   472.18	159611.70
16	    82.57	   472.43	159694.27
15	    82.33	   472.67	159776.60
14	    82.08	   472.92	159858.68
13	    81.84	   473.16	159940.52
12	    81.60	   473.40	160022.13
11	    81.36	   473.64	160103.49
10	    81.12	   473.88	160184.61
9	    80.88	   474.12	160265.49
8	    80.64	   474.36	160346.13
7	    80.40	   474.60	160426.53
6	    80.17	   474.83	160506.70
5	    79.93	   475.07	160586.63
4	    79.70	   475.30	160666.33
3	    79.46	   475.54	160745.79
2	    79.23	   475.77	160825.02
1	    78.99	   476.01	160904.01
