Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
676	     0.00	   555.00	  6660.00
675	     0.00	   555.00	  6660.00
674	     0.00	   555.00	  6660.00
673	     0.00	   555.00	  6660.00
672	     0.00	   555.00	  6660.00
671	     0.00	   555.00	  6660.00
670	     0.00	   555.00	  6660.00
669	     0.00	   555.00	  6660.00
668	     0.00	   555.00	  6660.00
667	     0.00	   555.00	  6660.00
666	     0.00	   555.00	  6660.00
665	     0.00	   555.00	  6660.00
664	     0.00	   555.00	  6660.00
663	     0.00	   555.00	  6660.00
662	     0.00	   555.00	  6660.00
661	     0.00	   555.00	  6660.00
660	     0.00	   555.00	  6660.00
659	     0.00	   555.00	  6660.00
658	     0.00	   555.00	  6660.00
657	     0.00	   555.00	  6660.00
656	     0.00	   555.00	  6660.00
655	     0.00	   555.00	  6660.00
654	     0.00	   555.00	  6660.00
653	     0.00	   555.00	  6660.00
652	     0.00	   555.00	  6660.00
651	     0.00	   555.00	  6660.00
650	     0.00	   555.00	  6660.00
649	     0.00	   555.00	  6660.00
648	     0.00	   555.00	  6660.00
647	     0.00	   555.00	  6660.00
646	     0.00	   555.00	  6660.00
645	     0.00	   555.00	  6660.00
644	     0.00	   555.00	  6660.00
643	     0.00	   555.00	  6660.00
642	     0.00	   555.00	  6660.00
641	     0.00	   555.00	  6660.00
640	     0.00	   555.00	  6660.00
639	     0.00	   555.00	  6660.00
638	     0.00	   555.00	  6660.00
637	     0.00	   555.00	  6660.00
636	     0.00	   555.00	  6660.00
635	     0.00	   555.00	  6660.00
634	     0.00	   555.00	  6660.00
633	     0.00	   555.00	  6660.00
632	     0.00	   555.00	  6660.00
631	     0.00	   555.00	  6660.00
630	     0.00	   555.00	  6660.00
629	     0.00	   555.00	  6660.00
628	     0.00	   555.00	  6660.00
627	     0.00	   555.00	  6660.00
626	     0.00	   555.00	  6660.00
625	     0.00	   555.00	  6660.00
624	     0.00	   555.00	  6660.00
623	     0.00	   555.00	  6660.00
622	     0.00	   555.00	  6660.00
621	     0.00	   555.00	  6660.00
620	     0.00	   555.00	  6660.00
619	     0.00	   555.00	  6660.00
618	     0.00	   555.00	  6660.00
617	     0.00	   555.00	  6660.00
616	     0.00	   555.00	  6660.00
615	     0.00	   555.00	  6660.00
614	     0.00	   555.00	  6660.00
613	     0.00	   555.00	  6660.00
612	     0.00	   555.00	  6660.00
611	     0.00	   555.00	  6660.00
610	     0.00	   555.00	  6660.00
609	     0.00	   555.00	  6660.00
608	     0.00	   555.00	  6660.00
607	     0.00	   555.00	  6660.00
606	     0.00	   555.00	  6660.00
605	     0.00	   555.00	  6660.00
604	     0.00	   555.00	  6660.00
603	     0.00	   555.00	  6660.00
602	     0.00	   555.00	  6660.00
601	     0.00	   555.00	  6660.00
600	     0.00	   555.00	  6660.00
599	     0.00	   555.00	  6660.00
598	     0.00	   555.00	  6660.00
597	     0.00	   555.00	  6660.00
596	     0.00	   555.00	  6660.00
595	     0.00	   555.00	  6660.00
594	     0.00	   555.00	  6660.00
593	     0.00	   555.00	  6660.00
592	     0.00	   555.00	  6660.00
591	     0.00	   555.00	  6660.00
590	     0.00	   555.00	  6660.00
589	     0.00	   555.00	  6660.00
588	     0.00	   555.00	  6660.00
587	     0.00	   555.00	  6660.00
586	     0.00	   555.00	  6660.00
585	     0.00	   555.00	  6660.00
584	     0.00	   555.00	  6660.00
583	     0.00	   555.00	  6660.00
582	     0.00	   555.00	  6660.00
581	     0.00	   555.00	  6660.00
580	     0.00	   555.00	  6660.00
579	     0.00	   555.00	  6660.00
578	     0.00	   555.00	  6660.00
577	     0.00	   555.00	  6660.00
576	     0.00	   555.00	  6660.00
575	     0.00	   555.00	  6660.00
574	     0.00	   555.00	  6660.00
573	     0.00	   555.00	  6660.00
572	     0.00	   555.00	  6660.00
571	     0.00	   555.00	  6660.00
570	     0.00	   555.00	  6660.00
569	     0.00	   555.00	  6660.00
568	     0.00	   555.00	  6660.00
567	     0.00	   555.00	  6660.00
566	     0.00	   555.00	  6660.00
565	     0.00	   555.00	  6660.00
564	     0.00	   555.00	  6660.00
563	     0.00	   555.00	  6660.00
562	     0.00	   555.00	  6660.00
561	     0.00	   555.00	  6660.00
560	     0.00	   555.00	  6660.00
559	     0.00	   555.00	  6660.00
558	     0.00	   555.00	  6660.00
557	     0.00	   555.00	  6660.00
556	     0.00	   555.00	  6660.00
555	     0.00	   555.00	  6660.00
554	     0.00	   555.00	  6660.00
553	     0.00	   555.00	  6660.00
552	     0.00	   555.00	  6660.00
551	     0.00	   555.00	  6660.00
550	     0.00	   555.00	  6660.00
549	     0.00	   555.00	  6660.00
548	     0.00	   555.00	  6660.00
547	     0.00	   555.00	  6660.00
546	     0.00	   555.00	  6660.00
545	     0.00	   555.00	  6660.00
544	     0.00	   555.00	  6660.00
543	     0.00	   555.00	  6660.00
542	     0.00	   555.00	  6660.00
541	     0.00	   555.00	  6660.00
540	     0.00	   555.00	  6660.00
539	     0.00	   555.00	  6660.00
538	     0.00	   555.00	  6660.00
537	     0.00	   555.00	  6660.00
536	     0.00	   555.00	  6660.00
535	     0.00	   555.00	  6660.00
534	     0.00	   555.00	  6660.00
533	     0.00	   555.00	  6660.00
532	     0.00	   555.00	  6660.00
531	     0.00	   555.00	  6660.00
530	     0.00	   555.00	  6660.00
529	     0.00	   555.00	  6660.00
528	     0.00	   555.00	  6660.00
527	     0.00	   555.00	  6660.00
526	     0.00	   555.00	  6660.00
525	     0.00	   555.00	  6660.00
524	     0.00	   555.00	  6660.00
523	     0.00	   555.00	  6660.00
522	     0.00	   555.00	  6660.00
521	     0.00	   555.00	  6660.00
520	     0.00	   555.00	  6660.00
519	     0.00	   555.00	  6660.00
518	     0.00	   555.00	  6660.00
517	     0.00	   555.00	  6660.00
516	     0.00	   555.00	  6660.00
515	     0.00	   555.00	  6660.00
514	     0.00	   555.00	  6660.00
513	     0.00	   555.00	  6660.00
512	     0.00	   555.00	  6660.00
511	     0.00	   555.00	  6660.00
510	     0.00	   555.00	  6660.00
509	     0.00	   555.00	  6660.00
508	     0.00	   555.00	  6660.00
507	     0.00	   555.00	  6660.00
506	     0.00	   555.00	  6660.00
505	     0.00	   555.00	  6660.00
504	     0.00	   555.00	  6660.00
503	     0.00	   555.00	  6660.00
502	     0.00	   555.00	  6660.00
501	     0.00	   555.00	  6660.00
500	     0.00	   555.00	  6660.00
499	     0.00	   555.00	  6660.00
498	     0.00	   555.00	  6660.00
497	     0.00	   555.00	  6660.00
496	     0.00	   555.00	  6660.00
495	     0.00	   555.00	  6660.00
494	     0.00	   555.00	  6660.00
493	     0.00	   555.00	  6660.00
492	     0.00	   555.00	  6660.00
491	     0.00	   555.00	  6660.00
490	     0.00	   555.00	  6660.00
489	     0.00	   555.00	  6660.00
488	     0.00	   555.00	  6660.00
487	     0.00	   555.00	  6660.00
486	     0.00	   555.00	  6660.00
485	     0.00	   555.00	  6660.00
484	     0.00	   555.00	  6660.00
483	     0.00	   555.00	  6660.00
482	     0.00	   555.00	  6660.00
481	     0.00	   555.00	  6660.00
480	     0.00	   555.00	  6660.00
479	     0.00	   555.00	  6660.00
478	     0.00	   555.00	  6660.00
477	     0.00	   555.00	  6660.00
476	     0.00	   555.00	  6660.00
475	     0.00	   555.00	  6660.00
474	     0.00	   555.00	  6660.00
473	     0.00	   555.00	  6660.00
472	     0.00	   555.00	  6660.00
471	     0.00	   555.00	  6660.00
470	     0.00	   555.00	  6660.00
469	     0.00	   555.00	  6660.00
468	     0.00	   555.00	  6660.00
467	     0.00	   555.00	  6660.00
466	     0.00	   555.00	  6660.00
465	     0.00	   555.00	  6660.00
464	     0.00	   555.00	  6660.00
463	     0.00	   555.00	  6660.00
462	     0.00	   555.00	  6660.00
461	     0.00	   555.00	  6660.00
460	     0.00	   555.00	  6660.00
459	     0.00	   555.00	  6660.00
458	     0.00	   555.00	  6660.00
457	     0.00	   555.00	  6660.00
456	     0.00	   555.00	  6660.00
455	     0.00	   555.00	  6660.00
454	     0.00	   555.00	  6660.00
453	     0.00	   555.00	  6660.00
452	     0.00	   555.00	  6660.00
451	     0.00	   555.00	  6660.00
450	     0.00	   555.00	  6660.00
449	     0.00	   555.00	  6660.00
448	     0.00	   555.00	  6660.00
447	     0.00	   555.00	  6660.00
446	     0.00	   555.00	  6660.00
445	     0.00	   555.00	  6660.00
444	     0.00	   555.00	  6660.00
443	     0.00	   555.00	  6660.00
442	     0.00	   555.00	  6660.00
